Priority,Complexity Assessment,ASR-L version,Change Type (from KDDI CSL-M),Justification,Field Col #,KDDI Field #,KDDI Field Name,Field Name,Field description,Unit,Data format,Min value,Max value,Sample Value,Source Event,Field(s),ASN1,Aggregation/Formula/Note,Other notes/comments,Use Case
2,0,2.0,"New field, existing event",Enable UE capability analytics,51,,,ueROHCSupport_Uncompressed,"UE Support for ROHC Profile 0x0000 (No compression, RFC 4995)",,Boolean,0,1,1,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0000,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,52,,,ueROHCSupport_RTPUDPIP_3095_4815,"UE Support for ROHC Profile 0x0001 (RTP/UDP/IP, RFCs 3095 & 4815)",,Boolean,0,1,1,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0001,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,53,,,ueROHCSupport_UDPIP_3095_4815,UE Support for ROHC Profile 0x0002 (UDP/IP RFCs 3095 & 4815),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0002,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,54,,,ueROHCSupport_ESPIP_3095_4815,UE Support for ROHC Profile 0x0003 (ESP/IP RFCs 3095 & 4815),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0003,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,55,,,ueROHCSupport_IP_3893_4815,UE Support for ROHC Profile 0x0004 (IP RFCs 3893 & 4815),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0004,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,56,,,ueROHCSupport_TCPIP_4996,UE Support for ROHC Profile 0x0006 (TCP/IP RFC 4996),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0006,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,57,,,ueROHCSupport_RTPUDPIP_5225,UE Support for ROHC Profile 0x0101 (RTP/UDP/IP RFC 5225),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0101,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,58,,,ueROHCSupport_UDPIP_5225,UE Support for ROHC Profile 0x0102 (UDP/IP RFC 5225),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0102,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,59,,,ueROHCSupport_ESPIP_5225,UE Support for ROHC Profile 0x0103 (ESP/IP RFC 5225),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0103,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
2,0,2.0,"New field, existing event",Enable UE capability analytics,60,,,ueROHCSupport_IP_5225,UE Support for ROHC Profile 0x0104 (IP RFC 5225),,Boolean,0,1,0,S1_INITIAL_CONTEXT_SETUP_REQUEST S1_HANDOVER_REQUEST X2_HANDOVER_REQUEST X2_FETCH_CONTEXT_RESPONSE,EVENT_PARAM_L3MESSAGE_LENGTH EVENT_PARAM_L3MESSAGE_CONTENTS,UE-EUTRA-Capability.pdcp-Parameters.supportedROHC-Profiles.profile0x0104,IF FALSE THEN 0 ELSE 1,," Basic observability, Session Trace, Integrity Analytics, VoLTE Analytics"
0,0,0.9,,,61,28,CallType #0,callType #0,Call Type #0 RRC Connection Establishment Cause,,Unsigned Integer (16 bit),0,5,4,INTERNAL_PROC_RRC_CONN_SETUP,EVENT_PARAM_RRC_ESTABL_CAUSE,EVENT_PARAM_RRC_ESTABL_CAUSE,,," Basic observability, Session Trace, Blocked Call Analytics, Dropped Call Analytics, Access Latency Analytics"
0,0,0.9,,,62,29,CallType #1,callType #1,Call Type #1 RRC Connection Restablishment Cause,,Unsigned Integer (16 bit),1,3,1,INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT,EVENT_PARAM_REESTAB_CAUSE,EVENT_PARAM_REESTAB_CAUSE,,," Basic observability, Session Trace, Blocked Call Analytics, Access Latency Analytics, Mobility Analytics"
0,0,0.9,,,63,30,CallType #2,callType #2,Call Type #2 Handover type,,Unsigned Integer (16 bit),0,2,0,INTERNAL_PROC_HO_X2_PREP_IN INTERNAL_PROC_HO_S1_PREP_IN,EVENT_PARAM_HO_TYPE ,EVENT_PARAM_HO_TYPE ,,," Basic observability, Session Trace, Mobility Analytics"
0,0,0.9,,,64,31,CallType #3,callType #3,Call Type #3 Handover frequency type,,Unsigned Integer (16 bit),0,1,0,INTERNAL_PROC_HO_X2_PREP_IN INTERNAL_PROC_HO_S1_PREP_IN,EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE,EVENT_PARAM_HO_SOURCE_OR_TARGET_TYPE,,," Basic observability, Session Trace, Mobility Analytics"
1,0,1.0,"New field, existing event",Enable better mobility analytics,65,,,callType #4,Call Type #4 Handover attempt cause. Empty in the event of handover failure.,,Unsigned Integer (16 bit),0,17,3,INTERNAL_PROC_HO_EXEC_X2_OUT INTERNAL_PROC_HO_EXEC_S1_IN,EVENT_PARAM_PROC_HO_EXEC_OUT_ATTEMPT_CAUSE,EVENT_PARAM_PROC_HO_EXEC_OUT_ATTEMPT_CAUSE,,," Basic observability, Session Trace, Mobility Analytics, Carrier Aggregation Analysis"
1,0,1.0,"New field, existing event",Enable subscriber triggered mobility analytics,66,,,callType #5,Call Type #5 Handover Subscriber Profile ID,,Unsigned Integer (32 bit),0,1048575,4,INTERNAL_PROC_HO_X2_PREP_IN INTERNAL_PROC_HO_S1_PREP_IN ,EVENT_PARAM_SPID_VALUE,EVENT_PARAM_SPID_VALUE,,," Basic observability, Session Trace, Mobility Analytics, Subscriber Triggered Mobility"
0,0,1.0,"New field, existing event",SRVCC,67,,,callType #6,Call Type #6 SRVCC Type. Only applies to S1HO.,,Unsigned Integer (16 bit),0,2,1,INTERNAL_PROC_HO_PREP_S1_OUT,EVENT_PARAM_SRVCC_TYPE,EVENT_PARAM_SRVCC_TYPE,,," Basic observability, Session Trace, Mobility Analytics, SRVCC"
0,0,1.0,"New field, spare",,68,,,Reserved,Spare,,Unsigned Integer (16 bit),-,-,,,,,,,
0,0,1.0,"New field, spare",,69,,,Reserved,Spare,,Unsigned Integer (16 bit),-,-,,,,,,,
0,0,1.0,"New field, spare",,70,,,Reserved,Spare,,Unsigned Integer (16 bit),-,-,,,,,,,
0,0,1.0,"New field, spare",,71,,,Reserved,Spare,,Unsigned Integer (16 bit),-,-,,,,,,,
0,0,0.9,,,72,6,CRR #0,CRR #0,"Call Release Reason #0, RRC Connection Setup Result",,Unsigned Integer (16 bit),0,32,3,INTERNAL_PROC_RRC_CONN_SETUP,EVENT_PARAM_RRC_RESULT,EVENT_PARAM_RRC_RESULT,,," Basic observability, Session Trace, Dropped Call Analytics, Access Latency Analysis"
0,0,0.9,,,73,7,CRR #1,CRR #1,"Call Release Reason #1, UE Context Release triggering node",,Unsigned Integer (16 bit),0,1,1,INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_PARAM_TRIGGERING_NODE,EVENT_PARAM_TRIGGERING_NODE,,," Basic observability, Session Trace, Dropped Call Analytics, Access Latency Analysis"
0,0,0.9,,,74,8,CRR #2,CRR #2,"Call Release Reason #2, UE Context Release S1 release cause",,Unsigned Integer (16 bit),0,4,2,INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_PARAM_S1_RELEASE_CAUSE,EVENT_PARAM_S1_RELEASE_CAUSE,,," Basic observability, Session Trace, Dropped Call Analytics, Mobility Analytics"
0,0,0.9,,,75,9,CRR #3,CRR #3,"Call Release Reason #3, UE Context Release 3GPP Cause, Combination of both 3GPP Cause Group and 3GPP Cause. Could either be S1 Cause or X2 Cause.",,Unsigned Integer (16 bit),0,39,21,INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE,EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE,( EVENT_PARAM_3GPP_CAUSE_GROUP * 1000 ) + EVENT_PARAM_3GPP_CAUSE ,," Basic observability, Session Trace, Dropped Call Analytics, Mobility Analytics"
0,0,0.9,,,76,10,CRR #4,CRR #4,"Call Release Reason #4, UE Context Release Internal Release Cause",,Unsigned Integer (16 bit),0,30,11,INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_PARAM_INTERNAL_RELEASE_CAUSE,EVENT_PARAM_INTERNAL_RELEASE_CAUSE,,," Basic observability, Session Trace, Dropped Call Analytics, Mobility Analytics"
0,0,0.9,,,77,11,CRR #5,CRR #5,"Call Release Reason #5, S1 Signalling Connection Setup Result",,Unsigned Integer (16 bit),1,3,2,INTERNAL_PROC_S1_SIG_CONN_SETUP,EVENT_PARAM_S1_SIG_CONN_RESULT,EVENT_PARAM_S1_SIG_CONN_RESULT,if  (!= EVENT_VALUE_SUCCESS),," Basic observability, Session Trace, Blocked Call Analytics, Access Latency Analysis "
0,0,0.9,,,78,12,CRR #6,CRR #6,"Call Release Reason #6, Initial Context Setup Result",,Unsigned Integer (16 bit),1,24,2,INTERNAL_PROC_INITIAL_CTXT_SETUP,EVENT_PARAM_INITIAL_CTXT_RESULT,EVENT_PARAM_INITIAL_CTXT_RESULT,if  (!= EVENT_VALUE_SUCCESS),," Basic observability, Session Trace, Blocked Call Analytics, Access Latency Analysis"
0,0,0.9,,,79,13,CRR #7,CRR #7,"Call Release Reason #7, Initial Context Setup Result 3GPP Cause Group",,Unsigned Integer (16 bit),0,4,3,INTERNAL_PROC_INITIAL_CTXT_SETUP,EVENT_PARAM_3GPP_CAUSE_GROUP,EVENT_PARAM_3GPP_CAUSE_GROUP,,," Basic observability, Session Trace, Blocked Call Analytics, Access Latency Analysis"
0,0,0.9,,,80,14,CRR #8,CRR #8,"Call Release Reason #8, Initial Context Setup Result 3GPP Cause ",,Unsigned Integer (16 bit),0,39,1,INTERNAL_PROC_INITIAL_CTXT_SETUP,EVENT_PARAM_3GPP_CAUSE,EVENT_PARAM_3GPP_CAUSE,,," Basic observability, Session Trace, Blocked Call Analytics, Access Latency Analysis"
0,0,0.9,,,81,15,CRR #9,CRR #9,"Call Release Reason #9, Handover 3GPP Cause Group",,Unsigned Integer (16 bit),0,4,2,INTERNAL_PROC_HO_X2_PREP_IN INTERNAL_PROC_HO_S1_PREP_IN,EVENT_PARAM_3GPP_CAUSE_GROUP,EVENT_PARAM_3GPP_CAUSE_GROUP,,," Basic observability, Session Trace, Mobility Analytics"
0,0,0.9,,,82,16,CRR #10,CRR #10,"Call Release Reason #10, Handover 3GPP Cause. Could either be S1 Cause or X2 Cause.",,Unsigned Integer (16 bit),0,39,33,INTERNAL_PROC_HO_X2_PREP_IN INTERNAL_PROC_HO_S1_PREP_IN,EVENT_PARAM_3GPP_CAUSE,EVENT_PARAM_3GPP_CAUSE,,," Basic observability, Session Trace, Mobility Analytics"
0,0,0.9,,,83,17,CRR #11,CRR #11,"Call Release Reason #11, RRC Connection Reestablishment Flag. Indicator for whether or not a UE context release has occurred due to restablishment",,Boolean,0,1,1,"INTERNAL_PROC_UE_CTXT_RELEASE INTERNAL_PROC_HO_EXEC_X2_OUT
INTERNAL_PROC_HO_EXEC_S1_OUT",EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT,EVENT_PARAM_3GPP_CAUSE_GROUP EVENT_PARAM_3GPP_CAUSE EVENT_PARAM_PROC_HO_EXEC_OUT_RESULT,,," Basic observability, Session Trace, Mobility Analysis"
0,0,0.9,,,84,18,CRR #12,CRR #12,"Call Release Reason #12, RRC Connection Reestablishment Result",,Unsigned Integer (16 bit),1,35,22,INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT,EVENT_PARAM_REESTAB_RESULT,EVENT_PARAM_REESTAB_RESULT,,," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,"New field, existing event","Enable better analytics about mobility, including loading balancing, SPIFHO, and carrier aggregation",85,,,CRR #13,"Call Release Reason #13, Mobility Trigger",,Unsigned Integer (16 bit),0,27,4,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_MOBILITY_TRIGGER,EVENT_PARAM_MOBILITY_TRIGGER,,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,"New field, existing event",,86,,,CRR #14,"Call Release Reason #14, Redirect Release Info",,Unsigned Integer (16 bit),0,5,4,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_REDIRECT_RELEASE_INFO,EVENT_PARAM_REDIRECT_RELEASE_INFO,,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,"New field, existing event",,87,,,CRR #15,"Call Release Reason #15, Redirect Release Reason",,Unsigned Integer (16 bit),0,10,4,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_RELEASE_WITH_REDIRECT_REASON,EVENT_PARAM_RELEASE_WITH_REDIRECT_REASON,,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,"New field, spare",,88,,,CRR #16,"Call Release Reason #16, Mobility Trigger Quantity",,Unsigned Integer (16 bit),0,3,1,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_TRIGGER_QUANTITY,EVENT_PARAM_TRIGGER_QUANTITY,,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
0,0,1.0,New field,,90,,,TAC,TAC,,Unsigned Integer (32 bit),0,2147483647,1,INTERNAL_EVENT_UE_MOBILITY_EVAL INTERNAL_PROC_HO_EXEC_S1_IN INTERNAL_PROC_HO_EXEC_S1_OUT INTERNAL_PROC_HO_EXEC_X2_IN INTERNAL_PROC_HO_EXEC_X2_OUT INTERNAL_PROC_HO_PREP_S1_IN INTERNAL_PROC_HO_PREP_S1_OUT INTERNAL_PROC_HO_PREP_X2_IN INTERNAL_PROC_HO_PREP_X2_OUT INTERNAL_PROC_INITIAL_CTXT_SETUP INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_PARAM_TAC,EVENT_PARAM_TAC,,,
0,0,1.0,"New field, spare",,91,,,Reserved,Spare,,-,-,-,-,-,-,-,,,
1,0,1.0,,,92,,,sinrMaxDMRS,"Normalized Signal-to-Noise-Max ratio in the uplink, measured on the Demodulation Reference Signals (DMRS).
Applicable when CRR#16 = EVENT_VALUE_UL_SINR_MAX",dB,Unsigned Integer (16 bit),0,20,7,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_SINR_MAX_DMRS,EVENT_PARAM_SINR_MAX_DMRS,(EVENT_PARAM_SINR_MAX_DMRS * 0.1) - 115,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,,,93,,,dlCoverageState,"Provides information on the radio coverage in the downlink, in cases where uplink is the event trigger. Valid when UL measurement report is the trigger. ",,Unsigned Integer (16 bit),0,4,4,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_DL_COV_STATE,EVENT_PARAM_DL_COV_STATE,,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,,,94,,,ulCoverageState,"Provides information on the radio coverage in the uplink, in cases where downlink is the event trigger. Valid when DL measurement report is the trigger.",,Unsigned Integer (16 bit),0,1,1,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_UL_COV_STATE,EVENT_PARAM_UL_COV_STATE,,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,,,95,,,ulGain,"Uplink gain from using Uplink-Coordinated Multi-Point Reception and/or Interference Rejection Combining. The reported Normalized Signal-to-Noise-Max ratio in the uplink includes this gain.
Equalizer Gain is used to correct SINR measurements at UL Comp and Int rejection combining.",dB,Unsigned Integer (16 bit),0,20,7,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_FILTERED_EQ_GAIN,EVENT_PARAM_FILTERED_EQ_GAIN,(EVENT_PARAM_FILTERED_EQ_GAIN * 0.1) - 115,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
1,0,1.0,,,96,,,ulCompCellID,"Cell id of the cell used for combining.
If Uplink-Coordinated Multi-Point Reception feature is inactive or if no Multi-Point Reception is performed, this parameter will be empty. ",,Unsigned Integer (32 bit),0,4294967295,304035121,INTERNAL_EVENT_UE_MOBILITY_EVAL,EVENT_PARAM_ULCOMP_COMBINING_SECTOR_CELL_ID,EVENT_PARAM_ULCOMP_COMBINING_SECTOR_CELL_ID,,Keep overwriting value if occurs more than once," Basic observability, Session Trace, Mobility Analysis"
0,1,0.9,Millisecs added to TS. The milliseconds will have to be chopped off for KDDI.,"Millisecs needed for granular chronological view, many events are happening in the same second.",97,32,Disconnection Date Time,disconnectionDateTime,"Time of UE context release, or RAB releases. Timestamp is in Coordinated Universal Time (UTC)",time,String,-,-,20140101235959.543,"INTERNAL_PROC_UE_CTXT_RELEASE INTERNAL_PROC_RRC_CONN_SETUP INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT INTERNAL_PROC_ERAB_RELEASE (not applicable for non-bearer specific records, hence not used in 1st instance) ",TIMESTAMP fields ,TIMESTAMP fields ,RRC_CONN_SETUP: RRC_CONN_RESULT <> SUCCESS RRC_REESTAB: EVENT_PARAM_REESTAB_RESULT <> SUCCESS,,"Basic observability, Session Trace"
0,0,0.9,Updated with L15B improvement,,98,33,Disconnection - CQI,disconnectionCQI1,Last reported CQI1 for the UE. CQI1 is the wideband CQI for code word 1. In case of calls utilising carrier aggregation the value is for primary cell only.,,Unsigned Integer (16 bit),0,15,7,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_LAST_CQI_1_REPORTED,EVENT_PARAM_LAST_CQI_1_REPORTED,,," Basic observability, Session Trace, Integrity Analytics, Dropped Call Analytics, "
1,0,1.0,"New field, existing event",,99,,,disconnectionCQI2,"Last reported CQI2 for the UE. CQI2 is the wideband CQI for code word 2. In case of calls utilising carrier aggregation the value is for primary cell only. If disconnectionRI = 1 then this attribute is not applicable, and therefore not reported.",,Unsigned Integer (16 bit),0,15,6,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_LAST_CQI_2_REPORTED,EVENT_PARAM_LAST_CQI_2_REPORTED,,," Basic observability, Session Trace, Integrity Analytics, Dropped Call Analytics"
1,0,1.0,Updated with L15B improvement,,100,,,disconnectionRI,Last reported Rank Indicator value for the UE. In case of calls utilising carrier aggregation the value is for primary cell only.,,Unsigned Integer (16 bit),1,4,2,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_LAST_RI_REPORTED,EVENT_PARAM_LAST_RI_REPORTED,,," Basic observability, Session Trace, Integrity Analytics, Dropped Call Analytics"
1,0,1.0,Updated with L15B improvement,,101,,,disconnectionPUSCHPRBs,Last reported number of PRBs granted to the UE for the uplink transmission for which PUSCH received power and PUSCH SINR have been measured,,Unsigned Integer (16 bit),1,100,8,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_LAST_PUSCH_NUM_PRB_REPORTED,EVENT_PARAM_LAST_PUSCH_NUM_PRB_REPORTED,,," Basic observability, Session Trace, Integrity Analytics, Dropped Call Analytics"
0,1,0.9,,,102,34,Disconnection - Round Trip Delay,disconnectionDistanceFromAntenna,Distance from antenna at UE context release,meters,"Double (32 bit), 2 decimal place precision",0.00,100000.00,625.25,INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_PARAM_TA,EVENT_PARAM_TA,,," Basic observability, Session Trace, Blocked Call Analytics, Dropped Call Analytics, Mobility Analytics, Geolocation"
1,0,1.0,Updated with L15B improvement,,103,,,disconnectionPUSCHReceivedPower,"Last PUSCH received power in dBm for the UE averaged over the antennas used for combining in the serving cell, over the demodulation reference signals within the subframe, and over the granted PRBs. If disconnectionPUSCHPRBs = 0 then this attribute is not applicable, and therefore not reported. ",,Signed Integer (16 bit),-150,30,22,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_LAST_PUSCH_POWER_PER_PRB_REPORTED EVENT_PARAM_LAST_PUSCH_NUM_PRB_REPORTED,EVENT_PARAM_LAST_PUSCH_POWER_PER_PRB_REPORTED EVENT_PARAM_LAST_PUSCH_NUM_PRB_REPORTED,,," Basic observability, Session Trace, Integrity Analytics, Coverage & Capacity Analytics"
0,0,0.9,Updated with L15B improvement,,104,45,Receive Power (PUSCH),disconnectionPUSCHSINR,"Last reported PUSCH SINR reported for the UE. If disconnectionGrantedPRBs = 0 then this attribute is not applicable, and therefore not reported.",,Signed Integer (16 bit),-45,48,-12,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_LAST_PUSCH_SINR_REPORTED,EVENT_PARAM_LAST_PUSCH_SINR_REPORTED,,," Basic observability, Session Trace, Integrity Analytics, Coverage & Capacity Analytics"
0,2,0.9,,,105,48,Disconnection - QCI,disconnectionQCI,QCI of highest priority data radio bearer at time of disconnection,,Unsigned Integer (16 bit),0,255,6,INTERNAL_PROC_UE_CTXT_RELEASE,EVENT_ARRAY_ERAB_RELEASE_REQ_QCI ,EVENT_ARRAY_ERAB_RELEASE_REQ_QCI ,,," Basic observability, Session Trace, QoS Analysis"
1,1,1.0,,"Tx Diversity, Beamforming, MIMO",106,,,sessionRank1Usage,Samples where UE used RANK 1. In sessions involving carrier aggregation only the primary cell contribution is included,,Unsigned Integer (16 bit),0,65535,432,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_RANK_TX_0 + EVENT_PARAM_RANK_TX_1 + EVENT_PARAM_RANK_TX_3 + EVENT_PARAM_RANK_TX_5 + EVENT_PARAM_RANK_TX_6 + EVENT_PARAM_RANK_TX_10,EVENT_PARAM_RANK_TX_0 + EVENT_PARAM_RANK_TX_1 + EVENT_PARAM_RANK_TX_3 + EVENT_PARAM_RANK_TX_5 + EVENT_PARAM_RANK_TX_6 + EVENT_PARAM_RANK_TX_10,SUM,," Basic observability, Session Trace, Integrity Analytics, Dropped Call Analytics"
1,1,1.0,,"Tx Diversity, Beamforming, MIMO",107,,,sessionRank2Usage,Samples where UE used RANK 2. In sessions involving carrier aggregation only the primary cell contribution is included,,Unsigned Integer (16 bit),0,65535,0,INTERNAL_PER_RADIO_UE_MEASUREMENT,EVENT_PARAM_RANK_TX_2 + EVENT_PARAM_RANK_TX_4 + EVENT_PARAM_RANK_TX_7 + EVENT_PARAM_RANK_TX_11,EVENT_PARAM_RANK_TX_2 + EVENT_PARAM_RANK_TX_4 + EVENT_PARAM_RANK_TX_7 + EVENT_PARAM_RANK_TX_11,SUM,," Basic observability, Session Trace, Integrity Analytics, Dropped Call Analytics"
